Date,High,Low,Open,Close,Volume,Adj Close,Signal
4/1/2005,51.5,49.5,51,51,33823800,24.40466881,wait or hold
5/1/2005,51.5,49.75,51,50,26217900,23.92614365,wait or hold
6/1/2005,50.5,49.5,49.75,49.75,16487600,23.80651474,wait or hold
7/1/2005,50.5,49.75,50.5,50,11556700,23.92614365,wait or hold
10/1/2005,50.5,49.5,50,49.75,18773400,23.80651474,wait or hold
11/1/2005,50,49,50,49.25,14058400,23.56725121,wait or hold
12/1/2005,50,49.25,49.5,49.5,13202900,23.68688202,wait or hold
13/1/2005,50.5,49.75,49.75,50,16606100,23.92614365,wait or hold
14/1/2005,50.5,49.75,50,50.5,10498700,24.16540909,wait or hold
17/1/2005,52,50,51,52,36531500,24.88318825,wait or hold
18/1/2005,53.5,52,52.5,52.5,35929600,25.12244987,wait or hold
19/1/2005,53,52,53,52,17261900,24.88318825,wait or hold
20/1/2005,52.5,51,52,52.5,8599100,25.12244987,wait or hold
21/1/2005,52.5,51,52,51.5,11244600,24.64392662,wait or hold
24/1/2005,52,51,51.5,51.5,9188800,24.64392662,wait or hold
25/1/2005,52,51,52,51.5,14398300,24.64392662,wait or hold
26/1/2005,52.5,51.5,51.5,51.5,8201500,24.64392662,wait or hold
27/1/2005,53,52,52,52.5,11842700,25.12244987,wait or hold
28/1/2005,53,52,52.5,52.5,4163700,25.12244987,wait or hold
31/1/2005,52.5,51.5,52.5,52,5348400,24.88318825,wait or hold
1/2/2005,53,51.5,52.5,52,7649200,24.88318825,wait or hold
2/2/2005,52.5,51.5,52,51.5,6193000,24.64392662,wait or hold
3/2/2005,54,51.5,51.5,53.5,30337800,25.60097313,wait or hold
4/2/2005,54,53,54,53,13550900,25.3617115,wait or hold
7/2/2005,55,53,54,54.5,20076100,26.07949638,wait or hold
8/2/2005,55,54,54,54.5,12684300,26.07949638,wait or hold
9/2/2005,55.5,54.5,54.5,55.5,14599000,26.55801773,wait or hold
10/2/2005,56,54.5,55.5,56,22680700,26.79728508,wait or hold
11/2/2005,56,54.5,55.5,54.5,21869900,26.07949638,wait or hold
14/2/2005,56,55,55.5,55,14970200,26.31875801,wait or hold
15/2/2005,56,55,55.5,55.5,16492800,26.55801773,wait or hold
16/2/2005,57.5,56,56,56.5,37146800,27.03653526,wait or hold
17/2/2005,59.5,57,57,58.5,31270500,27.9935894,wait or hold
18/2/2005,60,57.5,58,60,26646300,28.71136284,wait or hold
21/2/2005,60.5,58,60,59,23461700,28.23284531,wait or hold
22/2/2005,60.5,58,58.5,60,20355600,28.71136284,wait or hold
24/2/2005,60.5,59,60,60,24710600,28.71136284,wait or hold
25/2/2005,64.5,61.5,61.5,64,40723600,30.62546539,wait or hold
28/2/2005,68,64.5,65,67.5,40056600,32.30028915,wait or hold
1/3/2005,68,65.5,67.5,66.5,39652900,31.82176971,wait or hold
2/3/2005,65.5,61.5,65,62,76902900,29.66841125,wait or hold
3/3/2005,63.5,61,62,63,21902600,30.14694405,wait or hold
4/3/2005,65,63,63.5,65,25301000,31.10399437,wait or hold
7/3/2005,68.5,66,66,68,40149900,32.53955841,wait or hold
8/3/2005,67.5,65,67,65,41395900,31.10399437,wait or hold
9/3/2005,66.5,63.5,66,65.5,29523300,31.34324455,wait or hold
10/3/2005,66.5,64,64.5,66.5,28598000,31.82176971,wait or hold
11/3/2005,66.5,65,66,65,19315700,31.10399437,wait or hold
14/3/2005,65,62,64.5,62.5,36391200,29.90768623,wait or hold
15/3/2005,63.5,62,62.5,62,9945100,29.66841125,wait or hold
16/3/2005,63.5,61.5,61.5,63,15550500,30.14694405,wait or hold
17/3/2005,66,62.5,62.5,65.5,27929500,31.34324455,wait or hold
18/3/2005,67.5,66,66,66.5,36522300,31.82176971,wait or hold
21/3/2005,67,65.5,67,65.5,15418000,31.34324455,wait or hold
22/3/2005,66.5,65,65,65.5,16926200,31.34324455,wait or hold
23/3/2005,65.5,64,65,64,20693100,30.62546539,wait or hold
24/3/2005,64.5,63,64,63.5,20112300,30.38619995,wait or hold
25/3/2005,64,62.5,63,63.5,7899900,30.38619995,wait or hold
28/3/2005,64,63,64,63.5,3822300,30.38619995,wait or hold
29/3/2005,63.5,61.5,63,62,14672500,29.66841125,wait or hold
30/3/2005,63,61.5,62,62,14123200,29.66841125,wait or hold
31/3/2005,64,63,63,63,16888900,30.14694405,wait or hold
1/4/2005,64,61.5,62,63.5,17909000,31.27991104,wait or hold
4/4/2005,64,62,62,64,17419600,31.5262146,wait or hold
5/4/2005,65.5,63.5,64.5,64,14340200,31.5262146,wait or hold
7/4/2005,64.5,63,64.5,64,14850000,31.5262146,wait or hold
8/4/2005,67,63.5,64,66,28168100,32.51140594,wait or hold
11/4/2005,67.5,65.5,66.5,67.5,13976700,33.25030136,wait or hold
12/4/2005,69,67,67.5,68,23999100,33.4966011,wait or hold
18/4/2005,66,64.5,66,65.5,46760800,32.2651062,wait or hold
19/4/2005,66,65,66,65.5,12040200,32.2651062,wait or hold
20/4/2005,66.5,65.5,66,65.5,13390200,32.2651062,wait or hold
21/4/2005,66,64.5,65.5,65,15333500,32.01881409,wait or hold
22/4/2005,66,64.5,65.5,64.5,9671000,31.77250862,wait or hold
25/4/2005,65,63,65,63.5,13410900,31.27991104,wait or hold
26/4/2005,64.5,63.5,63.5,64,4441700,31.5262146,wait or hold
27/4/2005,65.5,64,64.5,65,6841800,32.01881409,wait or hold
28/4/2005,65,64,65,64,4356600,31.5262146,wait or hold
29/4/2005,64.5,63.5,64,64.5,8076700,31.77250862,wait or hold
3/5/2005,65,63.5,64.5,64,8357800,31.5262146,wait or hold
4/5/2005,64.5,63,64,63.5,11431100,31.27991104,wait or hold
6/5/2005,64.5,63,63.5,64.5,10109200,31.77250862,wait or hold
9/5/2005,65,64,65,64.5,5599200,31.77250862,wait or hold
10/5/2005,65,63.5,64.5,64,4738400,31.5262146,wait or hold
11/5/2005,64,63.5,63.5,63.5,7685400,31.27991104,wait or hold
12/5/2005,64,63.5,63.5,63.5,4220100,31.27991104,wait or hold
13/5/2005,63.5,62,63,62.5,12997200,30.787323,wait or hold
16/5/2005,62,59,62,59,26160400,29.06322289,wait or hold
17/5/2005,59,55,59,57,44620700,28.07802963,buy
18/5/2005,58.5,57,57,58,26281500,28.57062531,buy
19/5/2005,59,57,58.5,57,11018300,28.07802963,buy
20/5/2005,58,57,57,57.5,4384600,28.32433128,buy
24/5/2005,58.5,57,57.5,57.5,8197700,28.32433128,buy
25/5/2005,58.5,57.5,57.5,58,5149700,28.57062531,buy
26/5/2005,59.5,58,58.5,58.5,18958600,28.81693077,buy
27/5/2005,59,58,59,58.5,5132900,28.81693077,buy
30/5/2005,59,58,59,58.5,3222400,28.81693077,buy
31/5/2005,59,56.5,59,58.5,9474500,28.81693077,buy
1/6/2005,59,58,58.5,58,2694500,28.57062531,buy
2/6/2005,60.5,59,59,60.5,17821100,29.80212021,wait or hold
3/6/2005,61,59.5,61,60.5,9186200,29.80212021,wait or hold
6/6/2005,62,61,61,62,6120000,30.54101563,wait or hold
7/6/2005,62.5,61.5,62,61.5,8330000,30.29471588,wait or hold
8/6/2005,62.5,61.5,61.5,62,8331900,30.54101563,wait or hold
9/6/2005,62,60.5,62,61,5399900,30.04842949,wait or hold
10/6/2005,61.5,60.5,61.5,60.5,8182100,29.80212021,wait or hold
13/6/2005,61,59.5,60.5,60,5410000,29.55581284,wait or hold
14/6/2005,61,60,60.5,60,6690200,29.55581284,wait or hold
15/6/2005,60.5,60,60.5,60,2989200,29.55581284,wait or hold
16/6/2005,62,60.5,60.5,61.5,19046600,30.29471588,wait or hold
17/6/2005,62.5,61,62,62,9578100,30.54101563,wait or hold
20/6/2005,63,62,62.5,62.5,10493300,30.787323,wait or hold
21/6/2005,64,62,63,63.5,17973800,31.27991104,wait or hold
22/6/2005,64,63,64,63,14533800,31.03361511,wait or hold
23/6/2005,64.5,63,63.5,64,9044400,31.5262146,wait or hold
24/6/2005,65,64,64,64.5,10807100,31.77250862,wait or hold
27/6/2005,64.5,63,64.5,63.5,11491500,31.27991104,wait or hold
28/6/2005,64,62.5,63.5,63,6593200,31.03361511,wait or hold
29/6/2005,63.5,62.5,63.5,62.5,3834000,30.787323,wait or hold
30/6/2005,63.5,62,63,63.5,9641900,31.27991104,wait or hold
4/7/2005,63,61.5,63,62.5,4269000,30.787323,wait or hold
5/7/2005,62.5,61.5,62.5,62,2291800,30.54101563,wait or hold
6/7/2005,62.5,61,62,61.5,4772100,30.29471588,wait or hold
7/7/2005,61.5,59.5,61.5,59.5,12672800,29.30953026,wait or hold
8/7/2005,60.5,58,58.5,60,8354600,29.55581284,wait or hold
11/7/2005,61,59.5,61,59.5,4620800,29.30953026,wait or hold
12/7/2005,61,59.5,60,61,3304100,30.04842949,wait or hold
13/7/2005,62,61,61.5,61.5,3081700,30.29471588,wait or hold
14/7/2005,62,61,62,61,4269200,30.04842949,wait or hold
15/7/2005,61,59.5,61,59.5,9157300,29.30953026,wait or hold
18/7/2005,60,59,59,59,4069900,29.06322289,wait or hold
19/7/2005,59.5,58,59,58,7847700,28.57062531,wait or hold
20/7/2005,59,57,58,57.5,10841900,28.32433128,wait or hold
21/7/2005,58,57,58,58,3254600,28.57062531,wait or hold
