Date,High,Low,Open,Close,Volume,Adj Close,Signal
1/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
2/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
3/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
6/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
7/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
8/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
9/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
10/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,754179,0.428960681,wait or hold
13/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,1066625,0.428960681,wait or hold
14/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,35898919,0.428960681,wait or hold
15/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
16/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
17/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,64644,0.428960681,wait or hold
20/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
21/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,21548,0.428960681,wait or hold
22/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,21548,0.428960681,wait or hold
23/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,118514,0.428960681,wait or hold
24/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
27/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,463281,0.428960681,wait or hold
28/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,64644,0.428960681,wait or hold
29/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,140062,0.428960681,wait or hold
30/9/2004,7.475689888,7.475689888,7.475689888,7.475689888,75418,0.428960681,wait or hold
1/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,75418,0.428960681,wait or hold
4/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,5505506,0.428960681,wait or hold
5/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,129288,0.428960681,wait or hold
6/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
7/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,53870,0.428960681,wait or hold
8/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,0,0.428960681,wait or hold
11/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,377089,0.428960681,wait or hold
12/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,549473,0.428960681,wait or hold
13/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,614117,0.428960681,wait or hold
14/10/2004,7.475689888,7.475689888,7.475689888,7.475689888,926563,0.428960681,wait or hold
